employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
"Cardinal Brands, Inc.","Apr 19, 2007",120,WARN,,,2 - Workforce Investment Area II,,928,https://www.kansasworks.com/search/warn_lookups/928
Lear Siegler Services,"May 25, 2007",,WARN,,,2 - Workforce Investment Area II,,929,https://www.kansasworks.com/search/warn_lookups/929
Yellow Book,"May 09, 2007",7,Non-WARN,,,4 - Workforce Investment Area IV,,930,https://www.kansasworks.com/search/warn_lookups/930
Wichita Area Technical College,"May 02, 2007",30,Non-WARN,,,4 - Workforce Investment Area IV,,931,https://www.kansasworks.com/search/warn_lookups/931
"Yum, Inc.","Jun 14, 2007",18,Non-WARN,,,4 - Workforce Investment Area IV,,932,https://www.kansasworks.com/search/warn_lookups/932
"Optima Bus Corp., LLC","Jun 06, 2007",,WARN,,,4 - Workforce Investment Area IV,,934,https://www.kansasworks.com/search/warn_lookups/934
A+ Galvanizing,"Jul 03, 2007",20,Non-WARN,,,1 - Workforce Investment Area I,,935,https://www.kansasworks.com/search/warn_lookups/935
Tier Technologies,"May 07, 2007",60,Non-WARN,,,2 - Workforce Investment Area II,,936,https://www.kansasworks.com/search/warn_lookups/936
Topeka Housing Authority,"May 25, 2007",6,Non-WARN,,,2 - Workforce Investment Area II,,937,https://www.kansasworks.com/search/warn_lookups/937
NuComm International,"Jul 23, 2007",165,WARN,,,4 - Workforce Investment Area IV,,938,https://www.kansasworks.com/search/warn_lookups/938
Central Plains Book,"Jul 26, 2007",64,Non-WARN,,,4 - Workforce Investment Area IV,,939,https://www.kansasworks.com/search/warn_lookups/939
"Ankmar, LLC","Aug 08, 2007",67,WARN,,,3 - Workforce Investment Area III,,940,https://www.kansasworks.com/search/warn_lookups/940
"Windstream Communications, Inc.","Sep 05, 2007",132,WARN,,,1 - Workforce Investment Area I,,941,https://www.kansasworks.com/search/warn_lookups/941
American Waste Management,"Sep 05, 2007",17,Non-WARN,,,4 - Workforce Investment Area IV,,942,https://www.kansasworks.com/search/warn_lookups/942
Kansas Gaming Commission,"Sep 28, 2007",,Non-WARN,,,5 - Workforce Investment Area V,,943,https://www.kansasworks.com/search/warn_lookups/943
Wichita Greyhound Park,"Oct 01, 2007",100,Non-WARN,,,4 - Workforce Investment Area IV,,944,https://www.kansasworks.com/search/warn_lookups/944
Kansas Gaming Commission,"Sep 28, 2007",9,Non-WARN,,,4 - Workforce Investment Area IV,,945,https://www.kansasworks.com/search/warn_lookups/945
First Horizon,"Oct 16, 2007",93,WARN,,,3 - Workforce Investment Area III,,946,https://www.kansasworks.com/search/warn_lookups/946
Salina Regional Medical Center,"Sep 05, 2007",,Non-WARN,,,1 - Workforce Investment Area I,,947,https://www.kansasworks.com/search/warn_lookups/947
LSI Corporation,"Nov 09, 2007",217,WARN,,,4 - Workforce Investment Area IV,,948,https://www.kansasworks.com/search/warn_lookups/948
SAIC - From Science to Solutions,"Nov 13, 2007",56,WARN,,,3 - Workforce Investment Area III,,949,https://www.kansasworks.com/search/warn_lookups/949
BlueCross BlueShield of Kansas,"Dec 03, 2007",270,WARN,,,2 - Workforce Investment Area II,,951,https://www.kansasworks.com/search/warn_lookups/951
Great American Supplemental Benefits Group,"Nov 30, 2007",,WARN,,,3 - Workforce Investment Area III,,952,https://www.kansasworks.com/search/warn_lookups/952
Typed Letters Corp,"Dec 14, 2007",27,Non-WARN,,,4 - Workforce Investment Area IV,,953,https://www.kansasworks.com/search/warn_lookups/953
ElDorado,"Nov 06, 2007",31,Non-WARN,,,1 - Workforce Investment Area I,,1022,https://www.kansasworks.com/search/warn_lookups/1022
Cato,"Apr 25, 2006",3,Non-WARN,,,1 - Workforce Investment Area I,,872,https://www.kansasworks.com/search/warn_lookups/872
Marshall and Ilsley Company,"Jan 20, 2006",137,WARN,,,3 - Workforce Investment Area III,,840,https://www.kansasworks.com/search/warn_lookups/840
Neschen USA,"Mar 02, 2006",20,Non-WARN,,,4 - Workforce Investment Area IV,,841,https://www.kansasworks.com/search/warn_lookups/841
Bombardier,"Jan 18, 2006",,Non-WARN,,,4 - Workforce Investment Area IV,,842,https://www.kansasworks.com/search/warn_lookups/842
Emmis Communication,"Jan 19, 2006",25,Non-WARN,,,4 - Workforce Investment Area IV,,844,https://www.kansasworks.com/search/warn_lookups/844
The Boeing Company,"Jan 23, 2006",82,WARN,,,5 - Workforce Investment Area V,,845,https://www.kansasworks.com/search/warn_lookups/845
Northwest Airlines,"Jan 23, 2006",21,Non-WARN,,,4 - Workforce Investment Area IV,,846,https://www.kansasworks.com/search/warn_lookups/846
Job Readiness Training,"Feb 17, 2006",,Non-WARN,,,4 - Workforce Investment Area IV,,847,https://www.kansasworks.com/search/warn_lookups/847
Cracker Barrel Old Country Store Inc.,"Feb 21, 2006",0,Non-WARN,,,3 - Workforce Investment Area III,,848,https://www.kansasworks.com/search/warn_lookups/848
Department of Defense,"Feb 23, 2006",5,Non-WARN,Fort Riley,66442,2 - Workforce Investment Area II,"DRMO Riley, DRMS_OCEO PO Box 2490; Fort Riley, Kansas 66442",849,https://www.kansasworks.com/search/warn_lookups/849
Department of Defense,"Feb 23, 2006",5,Non-WARN,Wichita,67221,3 - Workforce Investment Area III,"DRMO Riley, DRMS_OCEY 53546 Mulvane Road; Wichita, Kansas 67221",850,https://www.kansasworks.com/search/warn_lookups/850
Consolidated Manufacturing Inc.,"Mar 06, 2006",,Non-WARN,,,1 - Workforce Investment Area I,,851,https://www.kansasworks.com/search/warn_lookups/851
Sagebrush Corp,"Jan 04, 2006",9,Non-WARN,,,2 - Workforce Investment Area II,,852,https://www.kansasworks.com/search/warn_lookups/852
Reliable Automotive,"Mar 10, 2006",60,Non-WARN,,,3 - Workforce Investment Area III,,856,https://www.kansasworks.com/search/warn_lookups/856
Consolidated Manufacturing,"Feb 28, 2006",120,Non-WARN,,,1 - Workforce Investment Area I,,857,https://www.kansasworks.com/search/warn_lookups/857
Sappa Valley Youth Ranch,"Feb 16, 2006",,Non-WARN,,,1 - Workforce Investment Area I,,858,https://www.kansasworks.com/search/warn_lookups/858
"Bremson Data Systems, Inc.","Mar 23, 2006",12,Non-WARN,,,3 - Workforce Investment Area III,,859,https://www.kansasworks.com/search/warn_lookups/859
"King Louie International, Inc","Mar 22, 2006",166,WARN,Baxter Springs,,5 - Workforce Investment Area V,"2700 Roberts Road; Baxter Springs,",860,https://www.kansasworks.com/search/warn_lookups/860
"King Louie International, Inc- Pro Fit Cap Company","Mar 22, 2006",22,Non-WARN,,,5 - Workforce Investment Area V,,861,https://www.kansasworks.com/search/warn_lookups/861
Dusty Rhodes Homes,"Mar 30, 2006",,Non-WARN,,,3 - Workforce Investment Area III,,862,https://www.kansasworks.com/search/warn_lookups/862
VF Corporation,"Apr 10, 2006",93,WARN,Lenexa,66219,3 - Workforce Investment Area III,"16910 West 116th; Lenexa, Kansas 66219",863,https://www.kansasworks.com/search/warn_lookups/863
SJL of Kansas,"Apr 12, 2006",5,Non-WARN,,,4 - Workforce Investment Area IV,,866,https://www.kansasworks.com/search/warn_lookups/866
King of the Road,"Apr 18, 2006",8,Non-WARN,,,1 - Workforce Investment Area I,,867,https://www.kansasworks.com/search/warn_lookups/867
Beloit Juvenile Correctional Facility,"Mar 24, 2006",,Non-WARN,,,1 - Workforce Investment Area I,,868,https://www.kansasworks.com/search/warn_lookups/868
St. Francis,"Mar 24, 2006",40,Non-WARN,,,1 - Workforce Investment Area I,,869,https://www.kansasworks.com/search/warn_lookups/869
The North Face,"Apr 10, 2006",93,WARN,,,3 - Workforce Investment Area III,,870,https://www.kansasworks.com/search/warn_lookups/870
The Boeing Company,"Apr 18, 2006",313,WARN,,,4 - Workforce Investment Area IV,,871,https://www.kansasworks.com/search/warn_lookups/871
APAC Customer Services,"Apr 27, 2006",272,WARN,Wichita,,4 - Workforce Investment Area IV,"600 B South Tyler; Wichita,",873,https://www.kansasworks.com/search/warn_lookups/873
Ryan International Airlines,"May 12, 2006",127,WARN,,,4 - Workforce Investment Area IV,,874,https://www.kansasworks.com/search/warn_lookups/874
Ryan International Airlines,"May 12, 2006",127,WARN,,,4 - Workforce Investment Area IV,,875,https://www.kansasworks.com/search/warn_lookups/875
Reliance Integrated Solutions LLC,"May 12, 2006",14,Non-WARN,Wichita,67226,4 - Workforce Investment Area IV,"8300 East Thorn Drive STE 100; Wichita, Kansas 67226",876,https://www.kansasworks.com/search/warn_lookups/876
Monsanto Swine Research Facility,"Apr 12, 2006",7,Non-WARN,,,1 - Workforce Investment Area I,,877,https://www.kansasworks.com/search/warn_lookups/877
"Sears, Roebuck and Company","Jun 15, 2006",,WARN,Leavenworth,66048,3 - Workforce Investment Area III,,878,https://www.kansasworks.com/search/warn_lookups/878
Prairie State Bank,"Jun 16, 2006",23,Non-WARN,,,4 - Workforce Investment Area IV,,879,https://www.kansasworks.com/search/warn_lookups/879
Aerospace Transportation Products,"Jun 20, 2006",15,Non-WARN,,,1 - Workforce Investment Area I,,880,https://www.kansasworks.com/search/warn_lookups/880
Blount International Inc.,"Jun 29, 2006",181,WARN,Coffeyville,,5 - Workforce Investment Area V,"2612 N US Hwy 169; Coffeyville,",881,https://www.kansasworks.com/search/warn_lookups/881
Osco,"Jun 26, 2006",,Non-WARN,,,4 - Workforce Investment Area IV,,882,https://www.kansasworks.com/search/warn_lookups/882
"Diagraph Label, Inc.","Jun 26, 2006",11,Non-WARN,,,3 - Workforce Investment Area III,,883,https://www.kansasworks.com/search/warn_lookups/883
Osco Drug,"Jun 26, 2006",22,Non-WARN,,,1 - Workforce Investment Area I,,884,https://www.kansasworks.com/search/warn_lookups/884
Norwich Care Center,"Jul 17, 2006",36,Non-WARN,,,4 - Workforce Investment Area IV,,885,https://www.kansasworks.com/search/warn_lookups/885
NACO Industries,"Jul 21, 2006",,Non-WARN,,,1 - Workforce Investment Area I,,886,https://www.kansasworks.com/search/warn_lookups/886
Bombardier,"Jul 25, 2006",15,Non-WARN,,,4 - Workforce Investment Area IV,,887,https://www.kansasworks.com/search/warn_lookups/887
Barry's Building Center,"Aug 03, 2006",2,Non-WARN,,,1 - Workforce Investment Area I,,888,https://www.kansasworks.com/search/warn_lookups/888
InkCycle,"Aug 24, 2006",390,WARN,Lenexa,66214,3 - Workforce Investment Area III,"17501 W 98th Street; Lenexa, Kansas 66214",889,https://www.kansasworks.com/search/warn_lookups/889
The Boeing Company,"Aug 21, 2006",,WARN,,,4 - Workforce Investment Area IV,,890,https://www.kansasworks.com/search/warn_lookups/890
Augusta Apple Market,"Sep 05, 2006",30,Non-WARN,,,4 - Workforce Investment Area IV,,891,https://www.kansasworks.com/search/warn_lookups/891
Accenture,"Aug 29, 2006",17,Non-WARN,,,4 - Workforce Investment Area IV,,893,https://www.kansasworks.com/search/warn_lookups/893
Cosentino's Food Stores/Price Chopper,"Sep 08, 2006",91,WARN,Overland Park,,3 - Workforce Investment Area III,"9628 Nall; Overland Park,",894,https://www.kansasworks.com/search/warn_lookups/894
Colgate-Palmolive,"Sep 05, 2006",250,Non-WARN,,,3 - Workforce Investment Area III,,895,https://www.kansasworks.com/search/warn_lookups/895
Suntron - Midwest Operation,"Sep 08, 2006",182,WARN,,,3 - Workforce Investment Area III,,896,https://www.kansasworks.com/search/warn_lookups/896
Prairie State Bank,"Sep 01, 2006",,Non-WARN,,,4 - Workforce Investment Area IV,,897,https://www.kansasworks.com/search/warn_lookups/897
Colgate-Palmolive,"Sep 15, 2006",240,WARN,,,3 - Workforce Investment Area III,,898,https://www.kansasworks.com/search/warn_lookups/898
Food 4 Less,"Aug 29, 2006",14,Non-WARN,,,1 - Workforce Investment Area I,,899,https://www.kansasworks.com/search/warn_lookups/899
KAC Sappa Valley Ranch,"Sep 28, 2006",47,Non-WARN,,,1 - Workforce Investment Area I,,900,https://www.kansasworks.com/search/warn_lookups/900
Arrow Electronics,"Oct 12, 2006",,WARN,,,3 - Workforce Investment Area III,,901,https://www.kansasworks.com/search/warn_lookups/901
CertainTeed,"Oct 31, 2006",120,WARN,McPherson,,1 - Workforce Investment Area I,"500 First Avenue; McPherson,",902,https://www.kansasworks.com/search/warn_lookups/902
Eaton Corporation,"Aug 28, 2006",212,WARN,,,1 - Workforce Investment Area I,,903,https://www.kansasworks.com/search/warn_lookups/903
The Boeing Company,"Nov 21, 2006",34,WARN,,,4 - Workforce Investment Area IV,,904,https://www.kansasworks.com/search/warn_lookups/904
Archer Daniels Midland Company,"Nov 08, 2006",,WARN,,,3 - Workforce Investment Area III,,905,https://www.kansasworks.com/search/warn_lookups/905
J & J Oil,"Nov 30, 2006",9,Non-WARN,,,1 - Workforce Investment Area I,,906,https://www.kansasworks.com/search/warn_lookups/906
Big Sky Distributors,"Dec 11, 2006",110,WARN,,,3 - Workforce Investment Area III,,907,https://www.kansasworks.com/search/warn_lookups/907
Slacks Bar and Grill,"Dec 12, 2006",6,Non-WARN,,,1 - Workforce Investment Area I,,908,https://www.kansasworks.com/search/warn_lookups/908
Northwest Airlines,"Oct 05, 2006",22,Non-WARN,,,4 - Workforce Investment Area IV,,909,https://www.kansasworks.com/search/warn_lookups/909
Lab Corp,"Sep 04, 2006",30,Non-WARN,,,4 - Workforce Investment Area IV,,911,https://www.kansasworks.com/search/warn_lookups/911
American Red Cross,"Dec 01, 2006",25,Non-WARN,,,4 - Workforce Investment Area IV,,914,https://www.kansasworks.com/search/warn_lookups/914
CertainTeed Corporation,"Oct 31, 2006",120,WARN,,,1 - Workforce Investment Area I,,915,https://www.kansasworks.com/search/warn_lookups/915
"Rhodes Grocery, Inc.","Jan 08, 2005",43,WARN,,,5 - Workforce Investment Area V,,748,https://www.kansasworks.com/search/warn_lookups/748
Firserv,"Jan 14, 2005",20,Non-WARN,,,4 - Workforce Investment Area IV,,749,https://www.kansasworks.com/search/warn_lookups/749
Ameri-Kart,"Jan 13, 2005",44,Non-WARN,,,4 - Workforce Investment Area IV,,750,https://www.kansasworks.com/search/warn_lookups/750
Jennings School,"Jan 12, 2005",12,Non-WARN,,,1 - Workforce Investment Area I,,751,https://www.kansasworks.com/search/warn_lookups/751
Viking Office Products,"Jan 21, 2005",75,WARN,,,4 - Workforce Investment Area IV,,752,https://www.kansasworks.com/search/warn_lookups/752
Bombardier,"Jan 24, 2005",,WARN,,,4 - Workforce Investment Area IV,,753,https://www.kansasworks.com/search/warn_lookups/753
"McLane Company, Inc.","Feb 03, 2005",150,WARN,,,4 - Workforce Investment Area IV,,754,https://www.kansasworks.com/search/warn_lookups/754
Utica School District,"Feb 17, 2005",8,Non-WARN,,,1 - Workforce Investment Area I,,757,https://www.kansasworks.com/search/warn_lookups/757
Raytheon,"Feb 17, 2005",77,WARN,,,4 - Workforce Investment Area IV,,758,https://www.kansasworks.com/search/warn_lookups/758
Accredo Health,"Feb 18, 2005",,Non-WARN,,,3 - Workforce Investment Area III,,759,https://www.kansasworks.com/search/warn_lookups/759
Kansas Children's Service League,"Feb 22, 2005",200,WARN,,,4 - Workforce Investment Area IV,,761,https://www.kansasworks.com/search/warn_lookups/761
Hays Medical Center,"Mar 03, 2005",15,Non-WARN,,,1 - Workforce Investment Area I,,762,https://www.kansasworks.com/search/warn_lookups/762
The Boeing Company,"Mar 11, 2005",8116,WARN,,,4 - Workforce Investment Area IV,,763,https://www.kansasworks.com/search/warn_lookups/763
The Boeing Company,"Mar 18, 2005",64,WARN,,,4 - Workforce Investment Area IV,,764,https://www.kansasworks.com/search/warn_lookups/764
Kansas Children's Service League,"Mar 29, 2005",25,Non-WARN,,,3 - Workforce Investment Area III,,765,https://www.kansasworks.com/search/warn_lookups/765
Galileo International,"Mar 24, 2005",1,WARN,,,3 - Workforce Investment Area III,,766,https://www.kansasworks.com/search/warn_lookups/766
The Boeing Company,"Mar 25, 2005",,WARN,,,4 - Workforce Investment Area IV,,767,https://www.kansasworks.com/search/warn_lookups/767
Consolidated Container Company,"Mar 31, 2005",72,WARN,,,3 - Workforce Investment Area III,,768,https://www.kansasworks.com/search/warn_lookups/768
The Green Company Inc.,"Apr 01, 2005",10,Non-WARN,,,3 - Workforce Investment Area III,,769,https://www.kansasworks.com/search/warn_lookups/769
Raytheon Aircraft,"Apr 05, 2005",250,Non-WARN,,,1 - Workforce Investment Area I,,770,https://www.kansasworks.com/search/warn_lookups/770
Duckwall-Alco,"Mar 22, 2005",,Non-WARN,,,1 - Workforce Investment Area I,,771,https://www.kansasworks.com/search/warn_lookups/771
Kansas Children's Service League,"Mar 07, 2005",50,Non-WARN,,,2 - Workforce Investment Area II,,772,https://www.kansasworks.com/search/warn_lookups/772
ACS Business Process Solutions',"Apr 01, 2005",90,WARN,,,4 - Workforce Investment Area IV,,775,https://www.kansasworks.com/search/warn_lookups/775
The Boeing Company,"Apr 01, 2005",23,WARN,,,4 - Workforce Investment Area IV,,776,https://www.kansasworks.com/search/warn_lookups/776
The Boeing Company,"Apr 08, 2005",,WARN,,,4 - Workforce Investment Area IV,,777,https://www.kansasworks.com/search/warn_lookups/777
Commercial Federal Mortgage,"Apr 12, 2005",11,Non-WARN,,,4 - Workforce Investment Area IV,,778,https://www.kansasworks.com/search/warn_lookups/778
Philips Lighting,"Mar 08, 2005",106,Non-WARN,,,1 - Workforce Investment Area I,,779,https://www.kansasworks.com/search/warn_lookups/779
Kansas Children Service League,"Mar 29, 2005",,Non-WARN,,,1 - Workforce Investment Area I,,780,https://www.kansasworks.com/search/warn_lookups/780
Vallis-Wingroff Bus Forms,"Apr 19, 2005",100,Non-WARN,,,5 - Workforce Investment Area V,,781,https://www.kansasworks.com/search/warn_lookups/781
The Boeing Company,"Apr 15, 2005",20,WARN,,,4 - Workforce Investment Area IV,,782,https://www.kansasworks.com/search/warn_lookups/782
The Boeing Company,"Apr 22, 2005",19,WARN,,,4 - Workforce Investment Area IV,,783,https://www.kansasworks.com/search/warn_lookups/783
Safelite Glass Corp.,"Apr 27, 2005",,WARN,,,4 - Workforce Investment Area IV,,784,https://www.kansasworks.com/search/warn_lookups/784
The Boeing Company,"Apr 29, 2005",27,WARN,,,4 - Workforce Investment Area IV,,785,https://www.kansasworks.com/search/warn_lookups/785
Cedar Vale Nursing Home,"May 02, 2005",40,Non-WARN,,,5 - Workforce Investment Area V,,786,https://www.kansasworks.com/search/warn_lookups/786
Duckwall-Alco,"May 02, 2005",300,Non-WARN,,,1 - Workforce Investment Area I,,787,https://www.kansasworks.com/search/warn_lookups/787
Raytheon Aircraft Company,"May 09, 2005",36,WARN,,,4 - Workforce Investment Area IV,,788,https://www.kansasworks.com/search/warn_lookups/788
Raytheon Aircraft Company,"Apr 11, 2005",64,WARN,,,4 - Workforce Investment Area IV,,789,https://www.kansasworks.com/search/warn_lookups/789
The Boeing Company,"May 06, 2005",19,WARN,,,4 - Workforce Investment Area IV,,790,https://www.kansasworks.com/search/warn_lookups/790
Central Plains Laboratories,"May 12, 2005",10,Non-WARN,,,1 - Workforce Investment Area I,,792,https://www.kansasworks.com/search/warn_lookups/792
Gatewood Care Center,"Apr 28, 2005",30,Non-WARN,,,1 - Workforce Investment Area I,,793,https://www.kansasworks.com/search/warn_lookups/793
Tyson Foods Inc.,"Mar 31, 2005",20,Non-WARN,,,1 - Workforce Investment Area I,,795,https://www.kansasworks.com/search/warn_lookups/795
Agris Corporation,"Mar 31, 2005",,Non-WARN,,,1 - Workforce Investment Area I,,796,https://www.kansasworks.com/search/warn_lookups/796
Kansas Children Service League,"Apr 25, 2005",6,WARN,,,1 - Workforce Investment Area I,,797,https://www.kansasworks.com/search/warn_lookups/797
Raytheon Aircraft Company,"May 23, 2005",49,WARN,,,4 - Workforce Investment Area IV,,798,https://www.kansasworks.com/search/warn_lookups/798
The Boeing Company,"May 20, 2005",25,WARN,,,4 - Workforce Investment Area IV,,799,https://www.kansasworks.com/search/warn_lookups/799
The Boeing Company,"May 13, 2005",18,WARN,,,4 - Workforce Investment Area IV,,800,https://www.kansasworks.com/search/warn_lookups/800
Philips Lighting,"Apr 21, 2005",48,Non-WARN,,,1 - Workforce Investment Area I,,801,https://www.kansasworks.com/search/warn_lookups/801
Thte Boeing Company,"May 27, 2005",3,WARN,,,4 - Workforce Investment Area IV,,802,https://www.kansasworks.com/search/warn_lookups/802
The Boeing Company,"Jun 07, 2005",,WARN,,,4 - Workforce Investment Area IV,,803,https://www.kansasworks.com/search/warn_lookups/803
Duckwall Store,"Mar 22, 2005",5,Non-WARN,,,5 - Workforce Investment Area V,,804,https://www.kansasworks.com/search/warn_lookups/804
The Boeing Company,"Jun 17, 2005",3,WARN,,,4 - Workforce Investment Area IV,,805,https://www.kansasworks.com/search/warn_lookups/805
Raytheon Aircraft Company,"Jun 20, 2005",33,WARN,,,4 - Workforce Investment Area IV,,806,https://www.kansasworks.com/search/warn_lookups/806
The Boeing Company,"Jun 24, 2005",28,WARN,,,4 - Workforce Investment Area IV,,807,https://www.kansasworks.com/search/warn_lookups/807
Raytheon,"Jul 01, 2005",15,WARN,,,4 - Workforce Investment Area IV,,808,https://www.kansasworks.com/search/warn_lookups/808
"Land O' Lakes Purina Feed, LLC","Jun 20, 2005",,Non-WARN,,,1 - Workforce Investment Area I,,809,https://www.kansasworks.com/search/warn_lookups/809
USF Dugan,"Jun 20, 2005",187,Non-WARN,,,4 - Workforce Investment Area IV,,810,https://www.kansasworks.com/search/warn_lookups/810
Old Navy,"Jul 01, 2005",30,Non-WARN,,,1 - Workforce Investment Area I,,811,https://www.kansasworks.com/search/warn_lookups/811
Proliance,"Jul 25, 2005",128,WARN,,,5 - Workforce Investment Area V,,812,https://www.kansasworks.com/search/warn_lookups/812
Raytheon,"Jul 18, 2005",,WARN,,,4 - Workforce Investment Area IV,,813,https://www.kansasworks.com/search/warn_lookups/813
"APAC Customer Services, Inc.","Jul 29, 2005",10,WARN,,,4 - Workforce Investment Area IV,,814,https://www.kansasworks.com/search/warn_lookups/814
Rubbermaid Home Products,"Aug 03, 2005",185,WARN,,,4 - Workforce Investment Area IV,,815,https://www.kansasworks.com/search/warn_lookups/815
LTM Manufacturing,"Aug 12, 2005",15,Non-WARN,,,1 - Workforce Investment Area I,,816,https://www.kansasworks.com/search/warn_lookups/816
Community Solutions Inc.,"Aug 03, 2005",,WARN,,,4 - Workforce Investment Area IV,,817,https://www.kansasworks.com/search/warn_lookups/817
The Boeing Company,"Aug 19, 2005",4,WARN,,,4 - Workforce Investment Area IV,,818,https://www.kansasworks.com/search/warn_lookups/818
Dillard's Inc.,"Aug 25, 2005",149,WARN,,,3 - Workforce Investment Area III,,819,https://www.kansasworks.com/search/warn_lookups/819
"Seaborn Health Care, Inc.","Sep 02, 2005",72,WARN,,,3 - Workforce Investment Area III,,820,https://www.kansasworks.com/search/warn_lookups/820
Suntron,"Sep 08, 2005",,Non-WARN,,,3 - Workforce Investment Area III,,821,https://www.kansasworks.com/search/warn_lookups/821
The Boeing Company,"Sep 16, 2005",1,WARN,,,4 - Workforce Investment Area IV,,822,https://www.kansasworks.com/search/warn_lookups/822
Raytheon Aircraft Company,"Aug 29, 2005",30,WARN,,,4 - Workforce Investment Area IV,,823,https://www.kansasworks.com/search/warn_lookups/823
Raytheon Aircraft Company,"Sep 26, 2005",15,WARN,,,4 - Workforce Investment Area IV,,824,https://www.kansasworks.com/search/warn_lookups/824
Raytheon Aircraft Company,"Oct 10, 2005",,WARN,,,4 - Workforce Investment Area IV,,825,https://www.kansasworks.com/search/warn_lookups/825
Elmore's Grocery,"Oct 17, 2005",42,WARN,,,5 - Workforce Investment Area V,,826,https://www.kansasworks.com/search/warn_lookups/826
M & M Motors,"Oct 17, 2005",11,WARN,,,5 - Workforce Investment Area V,,827,https://www.kansasworks.com/search/warn_lookups/827
"Disney Shopping, Inc.","Oct 27, 2005",250,WARN,,,3 - Workforce Investment Area III,,828,https://www.kansasworks.com/search/warn_lookups/828
All American Homes of Kansas,"Oct 26, 2005",,WARN,,,2 - Workforce Investment Area II,,829,https://www.kansasworks.com/search/warn_lookups/829
Coleman Company,"Oct 27, 2005",21,Non-WARN,,,4 - Workforce Investment Area IV,,830,https://www.kansasworks.com/search/warn_lookups/830
Fuller Brush,"Nov 07, 2005",22,Non-WARN,,,1 - Workforce Investment Area I,,832,https://www.kansasworks.com/search/warn_lookups/832
Wolverine Printing,"Sep 28, 2005",42,Non-WARN,,,1 - Workforce Investment Area I,,833,https://www.kansasworks.com/search/warn_lookups/833
The Boeing Company,"Nov 11, 2005",258,WARN,,,4 - Workforce Investment Area IV,,834,https://www.kansasworks.com/search/warn_lookups/834
FBD Consulting Company,"Nov 22, 2005",115,WARN,,,3 - Workforce Investment Area III,,835,https://www.kansasworks.com/search/warn_lookups/835
Exide Technologies,"Nov 17, 2005",,Non-WARN,,,3 - Workforce Investment Area III,,836,https://www.kansasworks.com/search/warn_lookups/836
Alamo Group,"Dec 05, 2005",130,WARN,,,2 - Workforce Investment Area II,,837,https://www.kansasworks.com/search/warn_lookups/837
The Boeing Company,"Dec 16, 2005",12,WARN,,,4 - Workforce Investment Area IV,,838,https://www.kansasworks.com/search/warn_lookups/838
Feist Yellow Book,"Nov 10, 2005",20,Non-WARN,,,4 - Workforce Investment Area IV,,839,https://www.kansasworks.com/search/warn_lookups/839
Ben E. Keith,"Jan 31, 2005",,Non-WARN,,,4 - Workforce Investment Area IV,,843,https://www.kansasworks.com/search/warn_lookups/843
Farm Bureau Financial Services,"Jul 19, 2005",45,Non-WARN,,,2 - Workforce Investment Area II,,853,https://www.kansasworks.com/search/warn_lookups/853
Regency Place,"Aug 31, 2005",20,Non-WARN,,,2 - Workforce Investment Area II,,854,https://www.kansasworks.com/search/warn_lookups/854
Falley's/Food 4 Less,"Sep 22, 2005",55,Non-WARN,,,2 - Workforce Investment Area II,,855,https://www.kansasworks.com/search/warn_lookups/855
BOC Gases,"Feb 28, 2003",12,Non-WARN,,,2 - Workforce Investment Area II,,179,https://www.kansasworks.com/search/warn_lookups/179
Raytheon Aircraft,"Oct 03, 2003",15,Non-WARN,,,1 - Workforce Investment Area I,,582,https://www.kansasworks.com/search/warn_lookups/582
Northern Sun - Division of ADM,"Jan 04, 2003",11,Non-WARN,,,1 - Workforce Investment Area I,,450,https://www.kansasworks.com/search/warn_lookups/450
J.C. Penney Company,"Jan 10, 2003",329,WARN,,,3 - Workforce Investment Area III,,452,https://www.kansasworks.com/search/warn_lookups/452
Sprint,"Jan 15, 2003",493,WARN,,,3 - Workforce Investment Area III,,454,https://www.kansasworks.com/search/warn_lookups/454
KMART,"Jan 12, 2003",,WARN,,,2 - Workforce Investment Area II,,455,https://www.kansasworks.com/search/warn_lookups/455
KMART,"Jan 12, 2003",100,WARN,,,4 - Workforce Investment Area IV,,456,https://www.kansasworks.com/search/warn_lookups/456
KMART,"Jan 12, 2003",100,WARN,,,5 - Workforce Investment Area V,,457,https://www.kansasworks.com/search/warn_lookups/457
"Lovebox, Inc.","Jan 10, 2003",35,Non-WARN,,,1 - Workforce Investment Area I,,458,https://www.kansasworks.com/search/warn_lookups/458
C-Hawk Construction Inc,"Jan 31, 2003",,Non-WARN,,,4 - Workforce Investment Area IV,,461,https://www.kansasworks.com/search/warn_lookups/461
Southwestern Bell,"Jan 16, 2003",122,WARN,,,2 - Workforce Investment Area II,,462,https://www.kansasworks.com/search/warn_lookups/462
K-Mart,"Mar 01, 2003",85,WARN,,,5 - Workforce Investment Area V,,463,https://www.kansasworks.com/search/warn_lookups/463
Boeing,"Jan 20, 2003",47,WARN,,,4 - Workforce Investment Area IV,,464,https://www.kansasworks.com/search/warn_lookups/464
"PCCS, Inc.","Jan 20, 2003",,WARN,,,1 - Workforce Investment Area I,,466,https://www.kansasworks.com/search/warn_lookups/466
Great Bend Manufacturing,"Jan 14, 2003",45,Non-WARN,,,1 - Workforce Investment Area I,,467,https://www.kansasworks.com/search/warn_lookups/467
